Input : -4
Precise : 0.01798620996209156
Approximate : 0.017955692383965882
Error : -0.00003051757812567654

Input : -3.96875
Precise : 0.018546564512117298
Approximate : 0.018663568683295884
Error : 0.00011700417117858561

Input : -3.9375
Precise : 0.019124036750888904
Approximate : 0.019371444982624886
Error : 0.00024740823173598214

Input : -3.90625
Precise : 0.019719128107346592
Approximate : 0.020079321281953888
Error : 0.0003601931746072956

Input : -3.875
Precise : 0.020332353342658753
Approximate : 0.020787197581283
Error : 0.0004548442386242482

Input : -3.84375
Precise : 0.020964240818127502
Approximate : 0.021495073880612003
Error : 0.0005308330624845016

Input : -3.8125
Precise : 0.021615332762647654
Approximate : 0.022202950179941117
Error : 0.0005876174172934623

Input : -3.78125
Precise : 0.022286185539225494
Approximate : 0.02291082647927012
Error : 0.0006246409400446247

Input : -3.75
Precise : 0.022977369910025615
Approximate : 0.023618702778599232
Error : 0.0006413328685736172

Input : -3.71875
Precise : 0.023689471299374428
Approximate : 0.024326579077928234
Error : 0.0006371077785538061

Input : -3.6875
Precise : 0.02442309005410721
Approximate : 0.025034455377257236
Error : 0.0006113653231500267

Input : -3.65625
Precise : 0.025178841700601858
Approximate : 0.02574233167658635
Error : 0.0005634899759844915

Input : -3.625
Precise : 0.025957357197796852
Approximate : 0.026450207975915352
Error : 0.0004928507781184997

Input : -3.59375
Precise : 0.026759283185443152
Approximate : 0.027158084275244465
Error : 0.00039880108980131293

Input : -3.5625
Precise : 0.027585282226789992
Approximate : 0.027865960574573467
Error : 0.0002806783477834751

Input : -3.53125
Precise : 0.02843603304485266
Approximate : 0.02857383687390258
Error : 0.0001378038290499213

Input : -3.5
Precise : 0.02931223075135632
Approximate : 0.029281713173231583
Error : -0.000030517578124736322

Input : -3.46875
Precise : 0.030214587067393973
Approximate : 0.030413815824869683
Error : 0.00019922875747570984

Input : -3.4375
Precise : 0.03114383053477846
Approximate : 0.031545918476507784
Error : 0.00040208794172932535

Input : -3.40625
Precise : 0.03210070671700818
Approximate : 0.032678021128145884
Error : 0.0005773144111377027

Input : -3.375
Precise : 0.03308597838870413
Approximate : 0.033810123779784096
Error : 0.0007241453910799625

Input : -3.34375
Precise : 0.03410042571231152
Approximate : 0.034942226431422196
Error : 0.0008418007191106774

Input : -3.3125
Precise : 0.03514484640079327
Approximate : 0.0360743290830603
Error : 0.0009294826822670299

Input : -3.28125
Precise : 0.03622005586497474
Approximate : 0.03720643173469851
Error : 0.0009863758697237698

Input : -3.25
Precise : 0.03732688734412946
Approximate : 0.03833853438633661
Error : 0.001011647042207152

Input : -3.21875
Precise : 0.03846619201832429
Approximate : 0.03947063703797471
Error : 0.0010044450196504198

Input : -3.1875
Precise : 0.03963883910097002
Approximate : 0.04060273968961292
Error : 0.000963900588642902

Input : -3.15625
Precise : 0.040845715909949315
Approximate : 0.04173484234125102
Error : 0.0008891264313017067

Input : -3.125
Precise : 0.042087727915618836
Approximate : 0.04286694499288912
Error : 0.0007792170772702861

Input : -3.09375
Precise : 0.04336579876390677
Approximate : 0.043999047644527334
Error : 0.0006332488806205655

Input : -3.0625
Precise : 0.044680870272650205
Approximate : 0.045131150296165434
Error : 0.0004502800235152288

Input : -3.03125
Precise : 0.04603390239924038
Approximate : 0.046263252947803646
Error : 0.00022935054856326742

Input : -3
Precise : 0.04742587317756678
Approximate : 0.047395355599441746
Error : -0.000030517578125034694

Input : -2.96875
Precise : 0.048857778622174906
Approximate : 0.04917237477717129
Error : 0.0003145961549963841

Input : -2.9375
Precise : 0.05033063259747688
Approximate : 0.05094939395490106
Error : 0.000618761357424176

Input : -2.90625
Precise : 0.05184546664977983
Approximate : 0.052726413132630934
