InputDec : -4
InputBin : 10000000
GoldenDec : 0000001001001101
GoldenBin : 0.017974853515625
ApproximateDec : 0.019378662109375
ApproximateBin : 0000001001111011
ApproximateHex : 27b
Error : 0.00140380859375

InputDec : -3.96875
InputBin : 10000001
GoldenDec : 0000001001011111
GoldenBin : 0.018524169921875
ApproximateDec : 0.019866943359375
ApproximateBin : 0000001010001011
ApproximateHex : 28b
Error : 0.0013427734375

InputDec : -3.9375
InputBin : 10000010
GoldenDec : 0000001001110010
GoldenBin : 0.01910400390625
ApproximateDec : 0.020355224609375
ApproximateBin : 0000001010011011
ApproximateHex : 29b
Error : 0.001251220703125

InputDec : -3.90625
InputBin : 10000011
GoldenDec : 0000001010000110
GoldenBin : 0.01971435546875
ApproximateDec : 0.020843505859375
ApproximateBin : 0000001010101011
ApproximateHex : 2ab
Error : 0.001129150390625

InputDec : -3.875
InputBin : 10000100
GoldenDec : 0000001010011010
GoldenBin : 0.02032470703125
ApproximateDec : 0.021331787109375
ApproximateBin : 0000001010111011
ApproximateHex : 2bb
Error : 0.001007080078125

InputDec : -3.84375
InputBin : 10000101
GoldenDec : 0000001010101110
GoldenBin : 0.02093505859375
ApproximateDec : 0.021820068359375
ApproximateBin : 0000001011001011
ApproximateHex : 2cb
Error : 0.000885009765625

InputDec : -3.8125
InputBin : 10000110
GoldenDec : 0000001011000100
GoldenBin : 0.0216064453125
ApproximateDec : 0.022308349609375
ApproximateBin : 0000001011011011
ApproximateHex : 2db
Error : 0.000701904296875

InputDec : -3.78125
InputBin : 10000111
GoldenDec : 0000001011011010
GoldenBin : 0.02227783203125
ApproximateDec : 0.022796630859375
ApproximateBin : 0000001011101011
ApproximateHex : 2eb
Error : 0.000518798828125

InputDec : -3.75
InputBin : 10001000
GoldenDec : 0000001011110000
GoldenBin : 0.02294921875
ApproximateDec : 0.023284912109375
ApproximateBin : 0000001011111011
ApproximateHex : 2fb
Error : 0.000335693359375

InputDec : -3.71875
InputBin : 10001001
GoldenDec : 0000001100001000
GoldenBin : 0.023681640625
ApproximateDec : 0.023773193359375
ApproximateBin : 0000001100001011
ApproximateHex : 30b
Error : 0.000091552734375

InputDec : -3.6875
InputBin : 10001010
GoldenDec : 0000001100100000
GoldenBin : 0.0244140625
ApproximateDec : 0.024261474609375
ApproximateBin : 0000001100011011
ApproximateHex : 31b
Error : -0.000152587890625

InputDec : -3.65625
InputBin : 10001011
GoldenDec : 0000001100111001
GoldenBin : 0.025177001953125
ApproximateDec : 0.024749755859375
ApproximateBin : 0000001100101011
ApproximateHex : 32b
Error : -0.00042724609375

InputDec : -3.625
InputBin : 10001100
GoldenDec : 0000001101010010
GoldenBin : 0.02593994140625
ApproximateDec : 0.025238037109375
ApproximateBin : 0000001100111011
ApproximateHex : 33b
Error : -0.000701904296875

InputDec : -3.59375
InputBin : 10001101
GoldenDec : 0000001101101100
GoldenBin : 0.0267333984375
ApproximateDec : 0.025726318359375
ApproximateBin : 0000001101001011
ApproximateHex : 34b
Error : -0.001007080078125

InputDec : -3.5625
InputBin : 10001110
GoldenDec : 0000001110000111
GoldenBin : 0.027557373046875
ApproximateDec : 0.026214599609375
ApproximateBin : 0000001101011011
ApproximateHex : 35b
Error : -0.0013427734375

InputDec : -3.53125
InputBin : 10001111
GoldenDec : 0000001110100011
GoldenBin : 0.028411865234375
ApproximateDec : 0.026702880859375
ApproximateBin : 0000001101101011
ApproximateHex : 36b
Error : -0.001708984375

InputDec : -3.5
InputBin : 10010000
GoldenDec : 0000001111000000
GoldenBin : 0.029296875
ApproximateDec : 0.027191162109375
ApproximateBin : 0000001101111011
ApproximateHex : 37b
Error : -0.002105712890625

InputDec : -3.46875
InputBin : 10010001
GoldenDec : 0000001111011110
GoldenBin : 0.03021240234375
ApproximateDec : 0.031097412109375
ApproximateBin : 0000001111111011
ApproximateHex : 3fb
Error : 0.000885009765625

InputDec : -3.4375
InputBin : 10010010
GoldenDec : 0000001111111100
GoldenBin : 0.0311279296875
ApproximateDec : 0.032073974609375
ApproximateBin : 0000010000011011
ApproximateHex : 41b
Error : 0.000946044921875

InputDec : -3.40625
InputBin : 10010011
GoldenDec : 0000010000011011
GoldenBin : 0.032073974609375
ApproximateDec : 0.033050537109375
ApproximateBin : 0000010000111011
ApproximateHex : 43b
Error : 0.0009765625

InputDec : -3.375
InputBin : 10010100
GoldenDec : 0000010000111100
GoldenBin : 0.0330810546875
ApproximateDec : 0.034027099609375
ApproximateBin : 0000010001011011
ApproximateHex : 45b
Error : 0.000946044921875

InputDec : -3.34375
InputBin : 10010101
GoldenDec : 0000010001011101
GoldenBin : 0.034088134765625
ApproximateDec : 0.035003662109375
ApproximateBin : 0000010001111011
ApproximateHex : 47b
Error : 0.00091552734375

InputDec : -3.3125
InputBin : 10010110
GoldenDec : 0000010001111111
GoldenBin : 0.035125732421875
ApproximateDec : 0.035980224609375
ApproximateBin : 0000010010011011
ApproximateHex : 49b
Error : 0.0008544921875

InputDec : -3.28125
InputBin : 10010111
GoldenDec : 0000010010100010
GoldenBin : 0.03619384765625
ApproximateDec : 0.036956787109375
ApproximateBin : 0000010010111011
ApproximateHex : 4bb
Error : 0.000762939453125

InputDec : -3.25
InputBin : 10011000
GoldenDec : 0000010011000111
GoldenBin : 0.037322998046875
ApproximateDec : 0.037933349609375
ApproximateBin : 0000010011011011
ApproximateHex : 4db
Error : 0.0006103515625

InputDec : -3.21875
InputBin : 10011001
GoldenDec : 0000010011101100
GoldenBin : 0.0384521484375
ApproximateDec : 0.038909912109375
ApproximateBin : 0000010011111011
ApproximateHex : 4fb
Error : 0.000457763671875

InputDec : -3.1875
InputBin : 10011010
GoldenDec : 0000010100010010
GoldenBin : 0.03961181640625
ApproximateDec : 0.039886474609375
ApproximateBin : 0000010100011011
ApproximateHex : 51b
Error : 0.000274658203125

InputDec : -3.15625
InputBin : 10011011
GoldenDec : 0000010100111010
GoldenBin : 0.04083251953125
ApproximateDec : 0.040863037109375
ApproximateBin : 0000010100111011
ApproximateHex : 53b
Error : 0.000030517578125

InputDec : -3.125
InputBin : 10011100
GoldenDec : 0000010101100011
GoldenBin : 0.042083740234375
ApproximateDec : 0.041839599609375
ApproximateBin : 0000010101011011
ApproximateHex : 55b
Error : -0.000244140625

InputDec : -3.09375
InputBin : 10011101
GoldenDec : 0000010110001101
GoldenBin : 0.043365478515625
ApproximateDec : 0.042816162109375
ApproximateBin : 0000010101111011
ApproximateHex : 57b
Error : -0.00054931640625

InputDec : -3.0625
InputBin : 10011110
GoldenDec : 0000010110111000
GoldenBin : 0.044677734375
ApproximateDec : 0.043792724609375
ApproximateBin : 0000010110011011
ApproximateHex : 59b
Error : -0.000885009765625

InputDec : -3.03125
InputBin : 10011111
GoldenDec : 0000010111100100
GoldenBin : 0.0460205078125
ApproximateDec : 0.044769287109375
ApproximateBin : 0000010110111011
ApproximateHex : 5bb
Error : -0.001251220703125

InputDec : -3
InputBin : 10100000
GoldenDec : 0000011000010010
GoldenBin : 0.04742431640625
ApproximateDec : 0.045745849609375
ApproximateBin : 0000010111011011
ApproximateHex : 5db
Error : -0.001678466796875

InputDec : -2.96875
InputBin : 10100001
GoldenDec : 0000011001000000
GoldenBin : 0.048828125
ApproximateDec : 0.046722412109375
ApproximateBin : 0000010111111011
ApproximateHex : 5fb
Error : -0.002105712890625

InputDec : -2.9375
InputBin : 10100010
GoldenDec : 0000011001110001
GoldenBin : 0.050323486328125
ApproximateDec : 0.048675537109375
ApproximateBin : 0000011000111011
ApproximateHex : 63b
Error : -0.00164794921875

InputDec : -2.90625
InputBin : 10100011
GoldenDec : 0000011010100010
GoldenBin : 0.05181884765625
ApproximateDec : 0.050628662109375
ApproximateBin : 0000011001111011
ApproximateHex : 67b
Error : -0.001190185546875

InputDec : -2.875
InputBin : 10100100
GoldenDec : 0000011011010101
GoldenBin : 0.053375244140625
ApproximateDec : 0.052581787109375
ApproximateBin : 0000011010111011
ApproximateHex : 6bb
Error : -0.00079345703125

InputDec : -2.84375
InputBin : 10100101
GoldenDec : 0000011100001010
GoldenBin : 0.05499267578125
ApproximateDec : 0.054534912109375
ApproximateBin : 0000011011111011
ApproximateHex : 6fb
Error : -0.000457763671875

InputDec : -2.8125
InputBin : 10100110
GoldenDec : 0000011101000000
GoldenBin : 0.056640625
ApproximateDec : 0.056488037109375
ApproximateBin : 0000011100111011
ApproximateHex : 73b
Error : -0.000152587890625

InputDec : -2.78125
InputBin : 10100111
GoldenDec : 0000011101110111
GoldenBin : 0.058319091796875
ApproximateDec : 0.058441162109375
ApproximateBin : 0000011101111011
ApproximateHex : 77b
Error : 0.0001220703125

InputDec : -2.75
InputBin : 10101000
GoldenDec : 0000011110110000
GoldenBin : 0.06005859375
ApproximateDec : 0.060394287109375
ApproximateBin : 0000011110111011
ApproximateHex : 7bb
Error : 0.000335693359375

InputDec : -2.71875
InputBin : 10101001
GoldenDec : 0000011111101011
GoldenBin : 0.061859130859375
ApproximateDec : 0.062347412109375
ApproximateBin : 0000011111111011
ApproximateHex : 7fb
Error : 0.00048828125

InputDec : -2.6875
InputBin : 10101010
GoldenDec : 0000100000100111
GoldenBin : 0.063690185546875
ApproximateDec : 0.064300537109375
ApproximateBin : 0000100000111011
ApproximateHex : 83b
Error : 0.0006103515625

InputDec : -2.65625
InputBin : 10101011
GoldenDec : 0000100001100101
GoldenBin : 0.065582275390625
ApproximateDec : 0.066253662109375
ApproximateBin : 0000100001111011
ApproximateHex : 87b
Error : 0.00067138671875

InputDec : -2.625
InputBin : 10101100
GoldenDec : 0000100010100101
GoldenBin : 0.067535400390625
ApproximateDec : 0.068206787109375
ApproximateBin : 0000100010111011
ApproximateHex : 8bb
Error : 0.00067138671875

InputDec : -2.59375
InputBin : 10101101
GoldenDec : 0000100011100110
GoldenBin : 0.06951904296875
ApproximateDec : 0.070159912109375
ApproximateBin : 0000100011111011
ApproximateHex : 8fb
Error : 0.000640869140625

InputDec : -2.5625
InputBin : 10101110
GoldenDec : 0000100100101001
GoldenBin : 0.071563720703125
ApproximateDec : 0.072113037109375
ApproximateBin : 0000100100111011
ApproximateHex : 93b
Error : 0.00054931640625

InputDec : -2.53125
InputBin : 10101111
GoldenDec : 0000100101101110
GoldenBin : 0.07366943359375
ApproximateDec : 0.074066162109375
ApproximateBin : 0000100101111011
ApproximateHex : 97b
Error : 0.000396728515625

InputDec : -2.5
InputBin : 10110000
GoldenDec : 0000100110110101
GoldenBin : 0.075836181640625
ApproximateDec : 0.076019287109375
ApproximateBin : 0000100110111011
ApproximateHex : 9bb
Error : 0.00018310546875

InputDec : -2.46875
InputBin : 10110001
GoldenDec : 0000100111111110
GoldenBin : 0.07806396484375
ApproximateDec : 0.075531005859375
ApproximateBin : 0000100110101011
ApproximateHex : 9ab
Error : -0.002532958984375

InputDec : -2.4375
InputBin : 10110010
GoldenDec : 0000101001001001
